Gene	WT	hoD	sir1D	sir2	sir3	sir4DK
BI3	0	0.0780662	0	0	0	0
BI4	0.037842	0.0539858	0	0	0	0
BIG1	14.9007	13.0949	14.5425	14.7729	16.8442	19.5036
BIK1	22.1316	20.8838	20.5453	18.524	16.5877	16.5103
BIM1	26.9439	31.0591	34.963	23.2101	16.2477	19.6336
BIO2	74.8848	56.5616	59.9355	36.6064	64.6442	60.281
BIO3	9.11224	9.10297	9.46484	8.56096	9.18226	9.07832
BIO4	12.1443	13.3703	16.1372	14.1171	10.5487	15.5431
BIO5	4.66783	4.53664	5.08057	5.61031	4.93354	4.42116
BIR1	4.58856	5.0362	5.2767	4.40845	4.1455	3.603
BIT2	4.7177	4.9293	5.51198	5.19654	5.13102	6.0431
BIT61	6.79533	8.31018	7.77396	8.37922	8.52665	7.48332
BLI1	19.6382	24.4303	30.5749	29.4465	20.0451	31.6306
BLM10	11.2841	9.20347	9.27647	12.8641	10.9729	9.30942
BLS1	8.54341	8.38072	12.9777	11.1469	11.2803	12.6722
BMH1	1105.09	1138.9	1175.53	927.812	1259.47	1351.99
BMH2	114.008	124.676	134.417	96.5732	120.363	130.677
BMS1	16.0819	17.7363	18.0133	26.5404	14.5865	14.908
BNA1	76.1254	81.7718	107.118	65.7821	106.646	104.134
BNA2	7.73935	7.23456	9.19803	11.2118	14.0526	12.4956
BNA3	61.5592	65.8672	78.6055	40.5872	98.1296	105.549
BNA4	27.2653	22.8527	24.6917	37.8619	42.6624	45.6788
BNA5	26.8313	29.9524	32.8998	44.1739	70.9944	69.7923
BNA6	109.417	88.258	96.2065	84.3091	131.178	165.876
BNA7	72.1801	55.3221	58.0788	82.239	72.9667	75.1729
BNI1	6.29157	7.06586	7.455	5.17322	7.08693	6.23982
BNI4	9.82925	9.23351	10.2789	8.45388	9.17447	7.52306
BNI5	18.9006	22.024	24.3009	17.1704	16.1678	16.8498
BNR1	1.75625	1.83919	1.90932	1.71064	1.68903	1.25723
BNS1	21.1858	14.3973	18.365	25.0013	21.5661	16.9438
BOI1	18.6869	20.6065	23.1342	12.9687	17.2641	15.1829
BOI2	11.8029	10.0201	9.93669	9.16712	9.28124	6.93254
BOP2	5.06848	4.24226	5.65426	5.72121	5.21431	5.6045
BOP3	13.2303	16.1932	16.9602	12.8321	11.5108	12.4824
BOR1	12.2241	10.5485	10.1121	10.9394	10.3516	8.48784
BOS1	38.202	38.6566	42.1009	44.8287	36.0746	43.5852
BPH1	4.57104	4.29808	4.71852	4.39634	4.88379	5.59089
BPL1	23.0412	17.3658	16.3055	14.5448	17.0957	15.4682
BPT1	19.8878	18.0984	19.5324	16.6579	21.1547	17.5261
BRE1	24.4362	22.1473	23.1636	22.5933	19.3942	19.5003
BRE2	9.23217	7.82743	7.88156	10.5478	8.51275	7.32802
BRE4	18.6217	16.6868	16.5326	15.9351	16.8012	14.797
BRE5	46.605	63.2373	68.8687	49.782	56.8159	54.3205
BRF1	8.51595	9.66658	12.2215	9.34095	10.4053	9.73037
BRL1	6.48478	7.58225	7.57068	7.08519	5.95009	5.88839
BRN1	1.86505	1.8508	2.34392	2.46644	1.9382	1.78654
BRO1	33.3145	30.2284	30.7227	23.4555	29.9382	30.3235
BRP1	10.5315	8.83568	9.19809	6.82924	9.3173	10.8198
BRR1	19.2774	19.5433	23.7676	17.313	15.9748	21.7131
BRR2	8.86107	7.48598	7.09804	9.67484	7.56349	6.67195
BRR6	22.3299	18.1401	15.4842	20.3886	18.352	15.0188
BRX1	127.619	120.4	108.026	212.872	99.1296	102.226
BSC1	55.8584	62.3577	48.9347	35.5415	138.149	62.6735
BSC2	20.0225	20.8781	23.0277	25.4028	16.3674	20.2163
BSC3	1.37675	1.25653	0.496559	0.580428	0.113821	0
BSC4	0.471688	0.915053	0.945008	1.52458	1.61729	1.31351
BSC5	4.22495	4.30857	6.42968	3.63004	6.11223	4.66844
BSC6	25.8671	24.6149	23.1723	26.3757	26.5889	23.7593
BSD2	35.7895	48.5547	51.4659	38.9172	37.3652	45.899
BSP1	11.5752	13.524	12.7548	9.94853	10.3449	11.2485
BST1	13.443	10.5549	9.90719	8.83251	10.1119	7.10251
BTN2	76.5473	105.603	124.488	15.4812	112.655	122.666
BTS1	14.7146	11.2346	11.6206	15.1218	15.415	13.6283
BTT1	19.4873	19.1923	16.3484	13.2194	17.059	18.5262
BUB1	1.46729	1.24659	1.23078	1.1025	1.24122	1.04242
BUB2	16.564	13.4428	12.7162	15.4431	15.5385	14.6157
BUB3	23.2897	21.5298	19.9185	22.0964	21.6755	20.2821
BUD13	11.8873	13.0041	13.4556	15.6099	11.3611	15.8676
BUD14	20.0763	16.7873	19.802	18.1582	15.5779	14.7396
BUD16	43.5803	38.3896	40.1722	38.6669	39.2116	36.1939
BUD17	26.7637	31.2875	32.7317	27.654	26.4918	27.3443
BUD19	1397	1322.76	1167.54	1447.85	1171.49	1213.67
BUD2	6.44037	5.85905	6.87223	5.82396	5.29284	5.25292
BUD20	71.1105	74.6996	75.5183	129.91	64.0852	62.5049
BUD21	21.7668	29.0669	27.4771	40.072	21.8886	24.726
BUD22	21.9309	20.6886	22.6965	31.53	19.9868	19.1101
BUD23	22.3591	17.5611	17.9506	42.2052	18.841	23.4267
BUD25	5.96908	4.41552	7.09984	5.26148	7.46047	15.2833
BUD26	0.599422	0.836182	0.21796	0.378209	0.638689	0
BUD27	5.32713	5.21601	5.77938	7.44447	5.23707	4.76439
BUD28	273.191	283.743	263.607	266.62	281.514	303.97
BUD3	5.91626	5.1859	5.35908	3.51016	3.5589	3.08944
BUD30	4.93986	3.84013	3.59644	3.85424	5.32385	2.3071
BUD31	8.14189	6.83599	8.17725	8.43059	8.0352	5.00695
BUD32	72.323	57.1593	55.4646	66.5322	62.4049	63.0906
BUD4	5.08082	5.1768	5.15119	4.07906	3.38016	3.73436
BUD5	0	0	0	0	0	0
BUD6	9.75217	10.1767	9.84705	9.96704	8.51889	9.0717
BUD7	26.9377	25.5873	25.1306	27.6638	26.9448	29.4207
BUD8	11.2568	10.1238	10.4275	9.91435	9.25206	8.95387
BUD9	24.2263	19.1584	18.1314	15.9366	18.468	17.5852
BUG1	56.457	61.7759	70.5052	45.2949	46.441	64.6547
BUL1	12.7913	11.2344	11.6503	12.1849	11.9151	11.8383
BUL2	12.0077	11.6562	11.6664	9.93497	9.49542	9.34611
BUR2	11.8795	13.3953	14.4677	13.0932	14.5842	11.1352
BUR6	75.8963	88.0316	91.0929	83.5834	49.3203	77.8662
BYE1	13.9647	13.498	14.5382	12.7733	12.906	15.8967
BZZ1	15.6056	14.7893	14.5167	17.3167	13.8208	17.1693
CAB1	64.3325	59.6321	60.5667	56.6423	73.4342	61.1553
CAB2	42.0732	37.3337	36.9794	35.988	46.8647	48.5556
CAB3	23.0554	25.2467	29.2913	19.6216	18.8393	21.7446
CAB4	55.7365	49.5587	49.5987	51.1527	45.5979	56.2756
CAB5	46.5547	46.3046	51.2356	48.8177	41.7192	49.1158
CAC2	19.7079	16.0559	15.9907	21.826	15.8209	18.5388
CAD1	14.6851	15.9438	18.8781	15.2703	14.4669	15.8414
CAF120	4.0771	3.55157	2.92091	3.38519	3.99552	2.93884
CAF130	6.78922	5.9838	5.80715	9.26562	7.98912	7.02796
CAF16	56.5114	59.2595	64.5014	59.8456	55.0625	66.0169
CAF20	465.607	408.972	408.884	414.366	360.854	403.943
CAF4	11.5067	11.4853	12.657	10.9718	8.90867	8.06165
CAF40	129.065	88.5923	97.2629	113.208	117.148	130.333
CAJ1	46.3618	54.8168	57.6731	53.2755	43.7926	54.8227
CAK1	19.9727	21.8445	25.0631	19.8062	21.7991	25.3098
CAM1	261.476	199.171	188.05	197.224	187.918	221.593
CAN1	95.066	79.7033	77.9192	44.3909	64.2135	56.1335
CAP1	95.0222	113.04	119.305	94.3066	113.322	133.512
CAP2	128.659	124.358	137.177	98.6457	124.575	154.678
CAR1	47.6072	46.8009	48.1329	84.3173	73.3648	83.4787
CAR2	30.9444	19.5434	18.9731	28.9476	34.2069	55.1533
CAT2	5.91768	5.83328	6.29033	6.04353	6.91806	7.60215
CAT5	39.7384	34.1516	36.5404	25.0331	28.4247	35.0042
CAT8	2.38162	1.96267	2.43395	2.34226	2.90272	2.70162
CAX4	35.6878	29.7298	29.1611	29.0244	33.5454	34.6867
CBC2	115.147	108.477	107.872	138.066	102.077	110.14
CBF1	26.0408	20.804	22.988	25.4037	19.6065	19.6992
CBF2	7.38379	7.37919	6.9948	6.91349	6.68191	5.24693
CBF5	245.684	264.555	240.515	329.221	193.837	232.505
CBK1	16.9793	18.4619	20.0726	16.0615	15.6207	15.3245
CBP1	7.22773	7.63135	8.37356	6.75687	6.7028	7.36892
CBP2	7.21779	8.70855	8.51001	6.9476	8.27105	7.25461
CBP3	41.1439	37.8682	37.2935	36.2645	36.8392	39.7882
CBP4	23.2689	23.7323	30.1608	27.9052	25.3224	32.7554
CBP6	12.1796	14.4182	19.7856	20.8035	13.8958	19.9207
CBR1	562.805	414.98	422.496	509.389	469.604	557.371
CBS1	13.3939	12.2242	13.3133	17.6734	13.3177	15.9606
CBS2	18.337	20.336	19.6527	19.3051	20.0861	21.2902
CBT1	12.7288	13.9408	14.0659	14.1848	12.7232	12.6569
CCA1	17.2408	17.3793	18.6388	19.166	19.572	15.9755
CCC1	147.774	81.1192	85.2162	94.4555	112.607	134.825
CCC2	3.91214	4.11968	4.31697	4.85398	5.78762	4.18203
CCE1	10.3408	12.7887	13.991	13.493	13.6749	14.1026
CCH1	4.81772	4.12447	4.37068	4.17073	4.12026	3.14602
CCL1	14.0959	21.3613	21.6388	16.501	16.6066	18.7777
CCM1	7.33303	8.38296	9.55446	8.03598	7.16165	6.23147
CCP1	113.581	85.429	91.0753	92.4944	125.737	137.559
CCR4	70.5815	48.1248	49.0777	41.0563	53.3649	48.9029
CCS1	92.3868	96.2204	98.7931	87.8634	83.9413	93.9297
CCT2	121.05	121.107	119.03	119.823	102.436	102.192
CCT3	149.719	122.045	115.686	131.699	123.006	119.401
CCT4	167.856	152.964	148.157	167.333	158.32	152.675
CCT5	120.079	114.675	109.456	139.599	110.435	106.703
CCT6	104.26	107.964	102.877	108.293	95.625	104.024
CCT7	127.836	116.312	110.757	120.981	117.935	109.967
CCT8	104.313	101.437	97.5171	102.02	92.5849	90.8105
CCW12	40182.1	28460.7	26612	31529.6	24154.7	33735.7
CCW14	1023.45	779.814	783.62	916.121	828.631	902.299
CCZ1	3.16665	3.10376	4.25154	3.17651	3.77394	3.09549
CDA1	2.29146	1.39522	2.20626	3.79627	2.38609	2.51308
CDA2	0.303201	0.161854	0.129986	0.541133	0.324645	0.0670549
CDC1	51.6544	45.4168	45.8319	34.5492	42.6131	38.2546
CDC10	116.239	95.7566	96.2934	107.191	104.282	110.732
CDC11	52.2686	51.7594	51.0576	54.964	42.8881	52.0652
CDC12	57.9582	65.0172	64.5232	53.3768	53.8013	58.2526
CDC123	18.6225	16.6878	16.9682	24.9038	18.925	19.8789
CDC13	4.85022	3.44633	3.42175	3.4282	3.82248	3.02347
CDC14	18.796	17.1916	18.3669	21.3959	18.1814	16.7493
CDC15	8.58346	8.40381	8.28938	6.38214	7.90695	6.45906
CDC16	6.70457	7.12866	8.13592	7.96738	7.56429	7.63952
CDC19	7909.5	7511.46	6869.96	5352.66	7841.91	9244.27
CDC20	7.52416	7.7555	9.55707	7.9181	5.83319	5.78693
CDC21	14.8825	16.9955	15.5158	17.2128	16.5856	18.0692
CDC23	6.25888	5.68927	5.58814	7.10689	5.8453	6.35044
CDC24	12.8944	14.9253	15.7818	12.6994	13.966	13.3852
CDC25	18.3382	13.2843	14.5203	13.1961	14.862	12.415
CDC26	15.6769	15.7969	16.1859	26.9106	19.9369	23.2934
CDC27	12.86	13.132	12.6982	9.3288	12.11	9.23808
CDC28	58.9654	57.3093	58.1098	60.9005	51.629	53.9197
CDC3	39.7168	49.3128	55.0985	30.9377	39.0626	35.6177
CDC31	41.3651	53.417	63.291	51.145	43.4027	60.3914
CDC33	634.549	580.54	573.024	668.461	505.146	481.216
CDC34	74.8997	77.7028	79.8118	79.3886	71.0844	78.9108
CDC36	56.1236	57.6173	64.4962	73.3081	58.0589	64.1792
CDC37	41.0426	48.0334	55.783	45.0724	43.0442	48.493
CDC39	11.2676	11.0942	12.0592	10.1134	12.134	9.24605
CDC4	22.5551	18.9018	18.3588	20.6283	19.9837	18.9959
CDC40	15.7213	16.032	14.4203	16.8005	12.032	12.185
CDC42	416.229	287.277	284.419	361.626	324.491	347.27
CDC43	34.5899	30.9926	31.1968	35.4366	29.8559	33.0432
CDC45	6.74863	5.43226	5.17948	5.13311	5.02336	5.57911
CDC48	175.24	177.238	177.961	120.549	170.735	163.125
CDC5	11.5417	11.6412	12.6731	10.5736	9.45489	10.0437
CDC50	23.955	23.3771	24.6609	27.3751	23.2347	27.0728
CDC53	22.4728	22.6807	24.3295	19.4691	22.9872	23.5794
CDC55	36.2144	31.1801	33.4527	30.8614	33.6134	30.5857
CDC6	5.95099	5.0209	5.06851	5.21963	5.85842	4.53266
CDC60	124.417	109.315	102.954	95.1613	105.198	97.0929
CDC7	13.593	14.1529	15.2183	15.5679	13.8492	15.7252
CDC73	37.9467	35.9397	38.0565	34.6015	33.8062	37.3336
CDC8	44.6625	37.4535	40.0361	49.6695	40.048	44.6606
CDC9	16.0078	13.4082	13.1867	9.27617	13.0805	11.1508
CDD1	15.2153	14.5076	13.8744	12.1055	10.1611	11.764
CDH1	14.666	12.6583	12.9015	13.3333	13.9397	14.9967
CDS1	88.7569	72.4525	73.6133	65.3917	70.5877	57.7776
CEF1	8.67537	8.19789	9.64361	6.72962	7.75399	9.54764
CEG1	23.7287	24.1936	25.9673	25.7629	22.979	22.164
CEM1	23.3157	28.0108	30.3905	32.6799	27.3365	29.0383
CEP3	14.3709	11.8374	11.9366	11.7003	12.5462	11.1917
CET1	12.7095	14.0776	15.8253	13.5202	10.7113	12.5479
CEX1	17.1464	16.1096	15.9562	12.6452	14.8847	13.3902
CFD1	19.2955	17.7215	17.2914	34.2891	22.407	24.8782
CFT1	6.36267	6.07392	6.22561	5.09182	5.90995	4.98309
CFT2	11.4481	11.5587	11.7796	9.16476	11.5346	9.28241
CGI121	43.3475	41.2148	42.6544	47.6938	43.8437	51.4169
CGR1	69.5724	66.7892	65.126	111.657	49.4636	56.5488
CHA1	51.2292	68.0062	77.5416	148.016	229.387	242.176
CHA4	17.5343	15.0708	15.3421	17.3474	14.634	15.419
CHC1	31.0627	27.8279	30.0888	22.128	30.0715	27.4525
CHD1	14.4229	11.9587	11.5295	9.43948	10.2374	10.6786
CHK1	21.564	20.0055	20.4623	21.9171	22.3087	21.0704
CHL1	8.99356	9.33555	8.25204	8.35314	7.31126	8.47993
CHL4	13.6352	11.5805	13.0843	8.50773	12.7841	12.5608
CHO1	221.275	151.062	172.937	164.268	160.96	181.793
CHO2	107.378	90.4965	102.468	56.5043	91.0744	98.2258
CHS1	229.253	220.886	217.137	119.306	138.066	97.8659
CHS2	28.5791	19.2336	18.5711	17.5799	19.6184	15.7423
CHS3	43.2563	32.4864	41.0914	32.6014	33.6455	23.0499
CHS5	71.4953	71.1074	77.3369	54.3634	62.4799	71.2479
CHS6	10.0651	10.9142	12.194	13.0896	10.2153	11.2529
CHS7	168.034	121.913	137.408	154.149	114.214	135.094
CHZ1	77.1175	87.3962	98.3854	92.5335	58.4389	81.011
CIA1	47.06	43.1898	44.0442	48.3123	40.8512	43.8783
CIC1	98.275	89.8111	82.1819	148.839	70.6917	60.1877
CIK1	3.64806	3.0792	3.0475	3.02662	2.77518	2.15614
CIN1	5.0495	4.57732	4.34279	6.48864	5.66002	5.41653
CIN2	23.8582	17.2286	17.0392	21.1499	17.4177	16.526
CIN4	19.1559	17.5471	19.8366	24.1857	16.8952	20.2211
CIN5	7.87915	8.34036	8.8936	11.0164	7.85173	5.67542
CIN8	2.99033	3.9645	3.92774	2.74308	2.66507	1.53609
CIS1	11.3903	11.4243	13.3547	13.4792	16.3699	17.2816
CIS3	1349.57	942.705	795.857	1753.5	991.639	1308.29
CIT1	103.759	109.455	123.869	116.615	198.677	214.193
CIT2	166.816	143.617	121.467	207.463	220.63	293.509
CIT3	6.54799	4.99865	5.17687	5.72469	5.87974	5.75738
CKA1	46.4033	60.4832	65.3119	55.0307	45.9787	53.4292
CKA2	99.3067	98.6558	98.9594	94.4142	84.275	90.5989
CKB1	138.177	107.219	111.238	122.601	103.862	133.6
CKB2	107.623	87.3632	83.6123	95.5915	93.2709	107.972
CKI1	18.381	19.1773	21.091	11.1642	15.7769	17.0152
CKS1	43.9832	38.1735	49.2007	44.9101	41.569	40.297
CLA4	12.2981	11.6768	12.4636	10.1209	11.0807	8.61722
CLB1	37.7136	27.9903	29.6386	25.5438	22.9589	22.2501
CLB2	15.8345	13.866	13.8998	17.6572	13.5859	11.4405
CLB3	18.0179	18.505	16.6471	16.434	15.7079	15.0819
CLB4	9.05992	7.77659	8.52247	7.51276	7.28286	6.76738
CLB5	11.0747	9.40787	8.62045	10.4692	10.2195	9.34469
CLB6	3.191	3.57213	4.20189	3.60818	5.66509	3.36912
CLC1	113.394	130.027	137.02	98.0676	98.0312	135.35
CLD1	5.15001	6.66383	6.32359	8.51012	10.6128	7.71732
CLF1	5.76622	8.26873	8.69431	7.99715	6.60531	6.97527
CLG1	118.442	114.546	116.513	106.735	116.665	91.3496
CLN1	37.0806	29.1196	25.6018	33.7278	34.8126	23.3907
CLN2	50.3406	37.1705	34.0466	21.9181	20.5761	19.5823
CLN3	78.9136	61.5708	58.7744	75.4659	81.5644	51.1814
CLP1	22.7436	20.5334	18.7174	21.5764	19.1081	25.193
CLU1	42.478	42.3726	41.5462	32.5801	38.7353	31.2954
CMC1	42.4405	40.1983	45.8731	58.1253	43.6674	34.0041
CMC2	44.748	46.6374	53.747	57.9412	53.807	42.4892
CMC4	12.4703	11.2219	8.82387	14.7629	20.68	23.4528
CMD1	510.702	423.557	424.979	500.771	451.188	486.554
CMK1	27.5281	26.4335	29.1785	24.4485	33.1801	34.623
CMK2	510.394	629.56	592.081	437.197	463.159	588.656
CMP2	44.7597	45.0385	51.7757	39.3977	54.7247	62.3597
CMS1	52.6191	51.6319	49.3161	75.0471	43.3641	37.7653
CNA1	14.0735	10.8677	12.5561	12.6322	11.5382	14.6045
CNB1	72.2682	88.1629	94.8496	76.4541	71.2717	83.2533
CNE1	18.3423	15.6672	14.4637	17.5033	16.0399	14.4644
CNL1	41.044	42.8332	51.7176	48.9343	45.5007	39.0429
CNM67	8.01739	9.77605	10.5024	6.59484	6.81774	7.15986
CNN1	8.77686	10.1082	10.8621	8.96344	7.86619	9.87278
CNS1	13.0178	14.7506	16.3624	23.7653	13.8407	11.8509
COA1	79.8067	78.202	78.0587	78.5782	90.175	89.7438
COA2	64.4452	49.9778	70.2555	152.379	128.003	140.425
COA3	150.834	115.424	116.907	129.624	132.449	161.006
COA4	14.3309	16.0886	16.7551	13.1339	10.8584	17.8559
COB	0.336963	0.425739	0.0260658	0	0.0371934	0
COF1	921.268	811.261	822.543	898.777	830.317	1153.23
COG1	32.0255	27.9054	32.321	26.4856	30.4196	32.1165
COG2	43.6615	41.7416	37.799	40.5561	41.4348	42.2044
COG3	18.2732	18.581	18.5451	16.3809	17.4273	15.0502
COG4	12.9714	13.1313	13.3053	12.3254	12.123	11.3946
COG5	17.1769	21.0076	20.7704	17.1331	19.6361	18.2865
COG6	12.6952	13.2112	12.8338	10.1994	12.2758	10.3341
COG7	23.4403	30.0824	33.1722	23.5505	27.1003	29.5626
COG8	16.4386	19.0279	19.311	16.2268	14.0926	17.8365
COP1	78.4391	63.8724	61.8639	48.1924	64.2796	51.8463
COQ1	26.5024	29.481	28.5185	26.0445	30.738	33.2365
COQ10	42.1582	34.3529	35.9487	31.8316	32.893	34.9703
COQ2	37.0138	25.5731	30.8551	37.7442	36.7558	32.2482
COQ3	24.6337	28.838	29.4813	23.3931	24.8874	28.3318
COQ4	26.4595	26.6808	30.7906	22.3844	31.5754	37.7025
COQ5	85.3934	91.8835	101.251	82.5668	96.7585	101.606
COQ6	31.5994	31.1401	32.0828	26.8397	35.5833	38.8837
COQ8	19.2472	16.2552	15.1801	17.2098	15.7905	16.3044
COQ9	37.0603	35.6839	36.8855	28.8036	43.2579	51.1501
COR1	106.264	103.088	122.664	110.948	159.142	131.182
COS1	134.04	112.906	97.3109	191.277	252.675	302.076
COS10	34.1961	33.7649	33.9304	19.2711	34.8164	28.1044
COS111	10.2273	9.1515	10.4514	10.9671	16.0108	13.441
COS12	0	0	0	0	0	0
COS2	78.003	62.1023	66.815	87.1875	125.618	148.038
COS3	78.101	61.9154	66.8373	87.0904	125.994	148.48
COS4	5.02058	4.55794	3.91646	12.4618	15.3317	18.1306
COS5	90.5071	81.4989	83.1738	102.294	153.226	151.638
COS6	202.771	167.245	170.026	207.763	245.044	283.756
COS7	36.0408	32.287	33.0723	51.2733	67.5511	71.93
COS8	115.641	100.821	100.149	161.463	233.189	266.852
COS9	30.5234	24.9968	25.6602	22.4262	34.2532	29.6301
COT1	43.0499	39.8986	41.4145	43.0126	47.3959	42.2288
COX1	0.252619	0.509304	0.062743	0	0.0298518	4.55221e-05
COX10	13.962	12.1104	12.4365	13.2305	13.6875	10.5179
COX11	18.8288	17.3457	16.427	14.943	16.5289	14.7484
COX12	124.388	163.059	193.16	205.809	229.441	186.961
COX13	155.896	179.44	228.363	243.785	234	197.199
COX14	92.4953	112.053	123.741	84.6858	108.871	96.6533
COX15	79.9588	68.7744	77.2327	63.0402	119.771	84.0326
COX16	13.0807	16.2712	15.2325	22.909	16.0458	20.2694
COX17	40.9178	61.7373	51.6079	59.777	54.1343	48.6892
COX18	28.9548	25.1973	24.6562	22.3595	25.8494	25.496
COX19	45.5204	39.0994	47.2429	57.6245	53.8927	58.7983
COX2	0.420278	0.842183	0.245556	0.0918034	0.0603276	0
COX20	14.4632	12.4803	15.0511	13.7062	19.0445	18.377
COX23	14.9745	15.6244	15.6507	17.9977	15.9574	18.0738
COX3	0.242865	0.275599	0.211886	0.0840321	0.345429	0
COX4	110.79	96.8955	129.583	124.606	187.244	136.42
COX5A	198.449	193.315	265.215	240.395	394.733	248.937
COX5B	64.0125	72.5788	103.859	36.708	81.7005	128.165
COX6	175.904	178.228	215.848	235.642	255.327	243.407
COX7	204.3	205.436	310.886	322.684	408.424	286.638
COX8	207.598	208.519	261.275	253.407	334.479	237.812
COX9	628.29	477.008	522.448	660.539	585.503	653.372
COY1	23.3601	23.0622	25.4242	18.045	19.9898	22.81
CPA1	135.697	161.64	170.93	143.611	139.229	146.207
CPA2	58.4166	61.9007	73.0565	40.9573	61.3151	53.8831
CPD1	22.8415	22.3438	25.021	26.8809	29.2955	30.4505
CPR1	2234.61	2262.32	2220.83	2248.99	2643.92	2649.91
CPR2	70.292	67.6022	64.6675	76.355	62.1284	72.3577
CPR3	218.999	182.743	179.964	222.681	208.186	255.286
CPR4	145.001	120.467	124.226	89.7058	129.548	173.302
CPR5	333.995	286.657	297.291	283.261	277.438	321.947
CPR6	156.192	215.22	232.02	142.648	244.243	231.665
CPR7	20.3563	25.5805	25.9657	23.5547	21.7062	17.8683
CPR8	43.1352	35.7678	37.4083	46.5404	40.5801	39.3704
CPS1	66.584	67.1581	70.5177	54.3889	67.427	67.6431
CPT1	99.8402	72.3598	78.4838	60.2047	78.6188	75.2917
CRC1	1.42522	1.20191	1.11997	3.30829	3.22845	3.11273
CRD1	21.521	22.2719	23.844	19.1476	24.0635	26.7561
CRF1	15.3142	11.3091	12.2421	12.5609	10.775	11.7602
CRG1	83.8824	106.159	125.586	84.7245	87.7963	110.995
CRH1	735.447	677.616	663.335	779.126	707.06	568.294
CRM1	45.7169	37.7429	38.5147	35.1317	44.8582	37.4305
CRN1	73.8643	76.0673	78.4806	53.3017	62.9705	69.5502
CRP1	44.8499	59.8983	65.9977	42.4732	44.2853	49.2346
CRR1	2.79609	3.39896	4.01079	4.64213	4.62793	3.4655
CRS5	72.8784	73.327	88.67	44.6736	106.961	163.597
CRT10	12.7542	11.198	11.1075	11.0459	11.3339	11.3027
CRZ1	49.9967	56.9921	53.3	46.0274	45.8557	49.9816
CSE1	33.6939	30.9495	32.6994	29.1988	32.9653	25.3899
CSE2	25.2305	30.7333	34.1626	27.4772	32.061	33.3827
CSE4	20.1307	22.0269	21.5189	21.363	17.0366	18.0322
CSF1	3.72254	2.90749	3.06327	3.62397	3.48373	3.17035
CSG2	307.944	228.699	229.096	218.861	257.141	251.528
CSH1	15.9847	14.0362	15.9366	10.6675	13.4933	14.1712
CSI1	5.07592	6.52725	7.72869	6.06825	6.01223	6.30376
CSI2	43.9212	30.6453	28.3195	35.1576	34.6045	23.7027
CSL4	47.8525	41.2328	42.9684	67.2503	45.5085	46.9952
CSM1	14.5187	15.5237	16.7587	18.3894	11.6289	16.1735
CSM2	7.30948	7.06021	6.4112	7.82542	7.87871	7.12574
CSM3	10.7866	9.70156	9.94339	10.7645	8.52419	10.3373
CSM4	1.57706	0.380961	0.344038	1.05121	0.602806	0.746578
CSN12	24.6786	24.42	25.5344	23.2078	21.0214	27.5173
CSN9	4.10203	5.56188	5.86077	4.25385	3.56493	2.1063
CSR1	72.3333	57.0516	53.5911	55.9351	56.9686	71.7607
CSR2	2.88215	3.02028	4.01638	3.11666	4.63717	3.6405
CST26	60.01	46.4696	44.6942	40.4346	48.2111	45.3229
CST6	22.4759	23.605	23.9	16.8551	22.9829	25.4833
CST9	11.817	10.2366	10.7417	10.9951	11.8829	12.9013
CTA1	11.8889	10.4135	10.1802	11.5081	10.4033	13.9781
CTF13	3.07158	2.62742	2.94222	2.04843	2.3744	1.73158
CTF18	6.92984	6.96597	6.91365	6.16011	5.44685	5.98585
CTF19	14.7152	10.6464	10.4034	14.9093	14.5134	12.7704
CTF3	12.4361	12.2019	12.0823	8.59561	11.8036	10.458
CTF4	9.5524	9.47847	10.1833	7.61649	9.20743	9.23299
CTF8	33.2486	27.0835	30.2619	34.6615	26.5368	24.6919
CTH1	50.1788	47.4234	52.3832	44.0635	62.0691	60.8569
CTI6	22.1817	26.402	33.1738	22.0527	21.0238	27.0967
CTK1	5.43385	8.58523	8.23883	6.87084	5.6419	5.83939
CTK2	9.77522	10.2725	9.97637	12.832	11.9676	10.1714
CTK3	25.4481	26.3415	25.0645	26.4979	22.2465	23.2098
CTL1	17.6443	17.4762	18.9931	21.1738	15.9184	22.0027
CTM1	7.74779	6.6085	6.49244	6.93558	7.64929	6.99206
CTP1	21.94	15.8632	16.6461	20.8554	19.4554	20.4679
CTR1	16.3833	20.8237	22.0139	71.7181	21.5811	16.6915
CTR2	134.104	80.9839	82.8581	96.3395	85.5991	83.4164
CTR3	5.14248	4.96512	6.98353	6.49328	6.40885	5.99579
CTR86	8.41528	8.48894	7.61338	9.71563	9.56406	8.19592
CTR9	19.406	21.5847	21.8093	21.6813	18.4173	19.5399
CTS1	1068.22	740.397	866.898	511.348	636.917	661.714
CTS2	13.6522	14.5721	15.6069	12.2018	13.9218	14.1881
CTT1	32.5312	36.6072	45.905	23.5934	132.532	84.3207
CUE1	94.5404	87.0596	97.7018	99.9102	82.8343	99.586
CUE2	8.96327	8.59269	9.40161	9.91415	9.17407	8.60844
CUE3	9.74989	11.7622	12.6299	11.1811	10.1187	13.4238
CUE4	53.314	39.2196	39.1532	70.5481	58.0457	76.2523
CUE5	36.1724	35.4454	41.5316	34.5329	33.2059	47.3757
CUL3	8.08528	7.74933	7.96128	9.50256	8.34686	6.52843
CUP1-1	1704.09	2742.59	2781.15	647.352	2090.79	3554.08
CUP1-2	1704.09	2739.91	2782.4	648.977	2087.4	3554.21
